room_type,month,neighbourhood,count,monthly_average
Private Room,"June, 2020",Bathurst Manor,26,
Private Room,"June, 2020",Bay Street Corridor,132,
Private Room,"June, 2020",Bayview Village,52,
Private Room,"June, 2020",Bayview Woods-Steeles,47,
Private Room,"June, 2020",Bedford Park-Nortown,12,
Private Room,"June, 2020",Beechborough-Greenbrook,6,
Private Room,"June, 2020",Bendale,26,75.09259259
Private Room,"June, 2020",Birchcliffe-Cliffside,40,
Private Room,"June, 2020",Black Creek,16,
Private Room,"June, 2020",Blake-Jones,22,96.03448276
Private Room,"June, 2020",Briar Hill-Belgravia,42,
Private Room,"June, 2020",Bridle Path-Sunnybrook-York Mills,23,100.4788732
Private Room,"June, 2020",Broadview North,10,
Private Room,"June, 2020",Brookhaven-Amesbury,24,59.54545455
Private Room,"June, 2020",Cabbagetown-South St.James Town,137,100.4788732
Private Room,"June, 2020",Caledonia-Fairbank,27,70.06535948
Private Room,"June, 2020",Casa Loma,21,
Private Room,"June, 2020",Centennial Scarborough,9,
Private Room,"June, 2020",Church-Yonge Corridor,194,
Private Room,"June, 2020",Clairlea-Birchmount,56,
Private Room,"June, 2020",Clanton Park,24,53.42857143
Private Room,"June, 2020",Cliffcrest,16,
Private Room,"June, 2020",Corso Italia-Davenport,74,
Private Room,"June, 2020",Danforth,36,
Private Room,"June, 2020",Danforth East York,17,
Private Room,"June, 2020",Don Valley Village,79,
Private Room,"June, 2020",Dorset Park,42,
Private Room,"June, 2020",Dovercourt-Wallace Emerson-Junction,205,
Private Room,"June, 2020",Downsview-Roding-CFB,58,83.45945946
Private Room,"June, 2020",Dufferin Grove,52,
Private Room,"June, 2020",East End-Danforth,48,
Private Room,"June, 2020",Edenbridge-Humber Valley,20,
Private Room,"June, 2020",Eglinton East,30,
Private Room,"June, 2020",Elms-Old Rexdale,6,135.5227818
Private Room,"June, 2020",Englemount-Lawrence,18,
Private Room,"June, 2020",Eringate-Centennial-West Deane,21,
Private Room,"June, 2020",Etobicoke West Mall,22,53.31034483
Private Room,"June, 2020",Flemingdon Park,22,
Private Room,"June, 2020",Forest Hill North,17,
Private Room,"June, 2020",Forest Hill South,8,
Private Room,"June, 2020",Glenfield-Jane Heights,27,
Private Room,"June, 2020",Greenwood-Coxwell,51,
Private Room,"June, 2020",Guildwood,15,
Private Room,"June, 2020",Henry Farm,19,
Private Room,"June, 2020",High Park North,41,158.2164948
Private Room,"June, 2020",High Park-Swansea,53,
Private Room,"June, 2020",Highland Creek,24,
Private Room,"June, 2020",Hillcrest Village,55,
Private Room,"June, 2020",Humber Heights-Westmount,7,
Private Room,"June, 2020",Humber Summit,10,100.2514286
Private Room,"June, 2020",Humbermede,18,100.2514286
Private Room,"June, 2020",Humewood-Cedarvale,27,100.2514286
Private Room,"June, 2020",Ionview,29,
Private Room,"June, 2020",Islington-City Centre West,95,
Private Room,"June, 2020",Junction Area,46,60.4
Private Room,"June, 2020",Keelesdale-Eglinton West,25,100.2514286
Private Room,"June, 2020",Kennedy Park,17,
Private Room,"June, 2020",Kensington-Chinatown,309,158.2164948
Private Room,"June, 2020",Kingsview Village-The Westway,12,
Private Room,"June, 2020",Kingsway South,4,100.2514286
Private Room,"June, 2020",L'Amoreaux,79,88.14563107
Private Room,"June, 2020",Lambton Baby Point,16,100.2514286
Private Room,"June, 2020",Lansing-Westgate,57,
Private Room,"June, 2020",Lawrence Park North,22,
Private Room,"June, 2020",Lawrence Park South,18,64.42307692
Private Room,"June, 2020",Leaside-Bennington,16,
Private Room,"June, 2020",Little Portugal,130,
Private Room,"June, 2020",Long Branch,27,64.42307692
Private Room,"June, 2020",Malvern,60,59.54545455
Private Room,"June, 2020",Maple Leaf,10,64.42307692
Private Room,"June, 2020",Markland Wood,6,
Private Room,"June, 2020",Milliken,37,
Private Room,"June, 2020",Mimico (includes Humber Bay Shores),79,
Private Room,"June, 2020",Morningside,33,
Private Room,"June, 2020",Moss Park,175,
Private Room,"June, 2020",Mount Dennis,17,
Private Room,"June, 2020",Mount Olive-Silverstone-Jamestown,15,60.34567901
Private Room,"June, 2020",Mount Pleasant East,35,
Private Room,"June, 2020",Mount Pleasant West,85,
Private Room,"June, 2020",New Toronto,37,
Private Room,"June, 2020",Newtonbrook East,93,
Private Room,"June, 2020",Newtonbrook West,91,
Private Room,"June, 2020",Niagara,142,
Private Room,"June, 2020",North Riverdale,15,70.90909091
Private Room,"June, 2020",North St.James Town,77,
Private Room,"June, 2020",O'Connor-Parkview,23,89.86046512
Private Room,"June, 2020",Oakridge,28,
Private Room,"June, 2020",Oakwood Village,73,
Private Room,"June, 2020",Old East York,25,70.06535948
Private Room,"June, 2020",Palmerston-Little Italy,153,96.03448276
Private Room,"June, 2020",Parkwoods-Donalda,71,63.72727273
Private Room,"June, 2020",Pelmo Park-Humberlea,27,
Private Room,"June, 2020",Playter Estates-Danforth,17,
Private Room,"June, 2020",Pleasant View,76,
Private Room,"June, 2020",Princess-Rosethorn,13,
Private Room,"June, 2020",Regent Park,43,
Private Room,"June, 2020",Rexdale-Kipling,34,
Private Room,"June, 2020",Rockcliffe-Smythe,25,
Private Room,"June, 2020",Roncesvalles,63,
Private Room,"June, 2020",Rosedale-Moore Park,29,
Private Room,"June, 2020",Rouge,28,88.14563107
Private Room,"June, 2020",Runnymede-Bloor West Village,20,
Private Room,"June, 2020",Rustic,6,158.2164948
Private Room,"June, 2020",Scarborough Village,13,
Private Room,"June, 2020",South Parkdale,96,64.41666667
Private Room,"June, 2020",South Riverdale,109,
Private Room,"June, 2020",St.Andrew-Windfields,35,
Private Room,"June, 2020",Steeles,55,58.58333333
Private Room,"June, 2020",Stonegate-Queensway,35,
Private Room,"June, 2020",Tam O'Shanter-Sullivan,57,
Private Room,"June, 2020",Taylor-Massey,23,
Private Room,"June, 2020",The Beaches,42,61.04545455
Private Room,"June, 2020",Thistletown-Beaumond Heights,5,
Private Room,"June, 2020",Thorncliffe Park,14,100.2514286
Private Room,"June, 2020",Trinity-Bellwoods,168,
Private Room,"June, 2020",University,116,
Private Room,"June, 2020",Victoria Village,30,
Private Room,"June, 2020",Waterfront Communities-The Island,417,
Private Room,"June, 2020",West Hill,35,
Private Room,"June, 2020",West Humber-Clairville,43,
Private Room,"June, 2020",Westminster-Branson,38,
Private Room,"June, 2020",Weston,28,
Private Room,"June, 2020",Weston-Pellam Park,29,79.05952381
Private Room,"June, 2020",Wexford/Maryvale,54,79.05952381
Private Room,"June, 2020",Willowdale East,243,
Private Room,"June, 2020",Willowdale West,72,100.2514286
Private Room,"June, 2020",Willowridge-Martingrove-Richview,36,100.2514286
Private Room,"June, 2020",Woburn,24,
Private Room,"June, 2020",Woodbine Corridor,36,100.2514286
Private Room,"June, 2020",Woodbine-Lumsden,21,100.2514286
Private Room,"June, 2020",Wychwood,44,100.2514286
Private Room,"June, 2020",Yonge-Eglinton,37,100.2514286
Private Room,"June, 2020",Yonge-St.Clair,20,
Private Room,"June, 2020",York University Heights,194,76.24615385
Private Room,"June, 2020",Yorkdale-Glen Park,47,
Shared Room,"June, 2020",Agincourt North,2,
Shared Room,"June, 2020",Agincourt South-Malvern West,2,
Shared Room,"June, 2020",Annex,5,
Shared Room,"June, 2020",Banbury-Don Mills,1,
Shared Room,"June, 2020",Bay Street Corridor,15,
Shared Room,"June, 2020",Bayview Village,3,
Shared Room,"June, 2020",Bayview Woods-Steeles,1,
Shared Room,"June, 2020",Bedford Park-Nortown,25,
Shared Room,"June, 2020",Bendale,1,
Shared Room,"June, 2020",Black Creek,1,
Shared Room,"June, 2020",Blake-Jones,1,
Shared Room,"June, 2020",Briar Hill-Belgravia,5,
Shared Room,"June, 2020",Broadview North,8,
Shared Room,"June, 2020",Cabbagetown-South St.James Town,5,
Shared Room,"June, 2020",Caledonia-Fairbank,1,
Shared Room,"June, 2020",Casa Loma,2,
Shared Room,"June, 2020",Church-Yonge Corridor,6,
Shared Room,"June, 2020",Clairlea-Birchmount,2,
Shared Room,"June, 2020",Clanton Park,19,
Shared Room,"June, 2020",Don Valley Village,4,
Shared Room,"June, 2020",Dorset Park,1,
Shared Room,"June, 2020",Dovercourt-Wallace Emerson-Junction,3,
Shared Room,"June, 2020",East End-Danforth,3,
Shared Room,"June, 2020",Flemingdon Park,1,
Shared Room,"June, 2020",Forest Hill North,1,
Shared Room,"June, 2020",Glenfield-Jane Heights,2,
Shared Room,"June, 2020",High Park North,4,
Shared Room,"June, 2020",High Park-Swansea,2,
Shared Room,"June, 2020",Ionview,1,
Shared Room,"June, 2020",Islington-City Centre West,10,
Shared Room,"June, 2020",Junction Area,2,
Shared Room,"June, 2020",Keelesdale-Eglinton West,1,
Shared Room,"June, 2020",Kennedy Park,2,
Shared Room,"June, 2020",Kensington-Chinatown,8,
Shared Room,"June, 2020",Kingsview Village-The Westway,1,
Shared Room,"June, 2020",L'Amoreaux,2,
Shared Room,"June, 2020",Lawrence Park North,9,
Shared Room,"June, 2020",Lawrence Park South,2,
Shared Room,"June, 2020",Malvern,42,
Shared Room,"June, 2020",Mimico (includes Humber Bay Shores),2,
Shared Room,"June, 2020",Morningside,1,
Shared Room,"June, 2020",Moss Park,6,
Shared Room,"June, 2020",Mount Dennis,1,
Shared Room,"June, 2020",Mount Pleasant East,2,
Shared Room,"June, 2020",Mount Pleasant West,21,
Shared Room,"June, 2020",Newtonbrook East,1,
Shared Room,"June, 2020",Newtonbrook West,9,
Shared Room,"June, 2020",Niagara,9,
Shared Room,"June, 2020",North St.James Town,5,
Shared Room,"June, 2020",Oakwood Village,8,
Shared Room,"June, 2020",Old East York,1,
Shared Room,"June, 2020",Palmerston-Little Italy,2,
Shared Room,"June, 2020",Parkwoods-Donalda,4,
Shared Room,"June, 2020",Playter Estates-Danforth,1,
Shared Room,"June, 2020",Pleasant View,2,
Shared Room,"June, 2020",Regent Park,8,
Shared Room,"June, 2020",Rexdale-Kipling,7,
Shared Room,"June, 2020",Rockcliffe-Smythe,1,
Shared Room,"June, 2020",Roncesvalles,2,
Shared Room,"June, 2020",South Parkdale,3,
Shared Room,"June, 2020",South Riverdale,7,
Shared Room,"June, 2020",St.Andrew-Windfields,2,
Shared Room,"June, 2020",Stonegate-Queensway,3,
Shared Room,"June, 2020",Tam O'Shanter-Sullivan,1,
Shared Room,"June, 2020",Taylor-Massey,7,
Shared Room,"June, 2020",Thorncliffe Park,2,
Shared Room,"June, 2020",Trinity-Bellwoods,2,
Shared Room,"June, 2020",University,2,
Shared Room,"June, 2020",Waterfront Communities-The Island,19,
Shared Room,"June, 2020",West Hill,1,
Shared Room,"June, 2020",West Humber-Clairville,5,
Shared Room,"June, 2020",Weston-Pellam Park,5,48
Shared Room,"June, 2020",Willowdale East,11,
Shared Room,"June, 2020",Willowdale West,1,
Shared Room,"June, 2020",Willowridge-Martingrove-Richview,1,
Shared Room,"June, 2020",Woburn,1,
Shared Room,"June, 2020",Woodbine Corridor,2,42.38095238
Shared Room,"June, 2020",Wychwood,1,
Shared Room,"June, 2020",Yonge-Eglinton,2,
Shared Room,"June, 2020",Yonge-St.Clair,3,
Shared Room,"June, 2020",York University Heights,1,
Shared Room,"June, 2020",Yorkdale-Glen Park,1,
Entire Home,"June, 2020",Agincourt North,6,171.6717791
Entire Home,"June, 2020",Agincourt South-Malvern West,29,
Entire Home,"June, 2020",Alderwood,19,
Entire Home,"June, 2020",Annex,597,
Entire Home,"June, 2020",Banbury-Don Mills,29,217.6414923
Entire Home,"June, 2020",Bathurst Manor,28,151.8796296
Entire Home,"June, 2020",Bay Street Corridor,504,147.5819209
Entire Home,"June, 2020",Bayview Village,62,217.6414923
Entire Home,"June, 2020",Bayview Woods-Steeles,23,139.9953917
Entire Home,"June, 2020",Bedford Park-Nortown,25,133.0689655
Entire Home,"June, 2020",Beechborough-Greenbrook,5,217.6414923
Entire Home,"June, 2020",Bendale,36,
Entire Home,"June, 2020",Birchcliffe-Cliffside,66,231.2988506
Entire Home,"June, 2020",Black Creek,4,169.7074236
Entire Home,"June, 2020",Blake-Jones,48,
Entire Home,"June, 2020",Briar Hill-Belgravia,23,169.7074236
Entire Home,"June, 2020",Bridle Path-Sunnybrook-York Mills,7,
Entire Home,"June, 2020",Broadview North,46,217.6414923
Entire Home,"June, 2020",Brookhaven-Amesbury,11,
Entire Home,"June, 2020",Cabbagetown-South St.James Town,141,
Entire Home,"June, 2020",Caledonia-Fairbank,17,
Entire Home,"June, 2020",Casa Loma,58,231.2988506
Entire Home,"June, 2020",Centennial Scarborough,8,132.3333333
Entire Home,"June, 2020",Church-Yonge Corridor,458,173.6301189
Entire Home,"June, 2020",Clairlea-Birchmount,31,173.6301189
Entire Home,"June, 2020",Clanton Park,45,
Entire Home,"June, 2020",Cliffcrest,25,173.6301189
Entire Home,"June, 2020",Corso Italia-Davenport,59,181.0874126
Entire Home,"June, 2020",Danforth,58,211.5862647
Entire Home,"June, 2020",Danforth East York,50,144.5931034
Entire Home,"June, 2020",Don Valley Village,29,217.6414923
Entire Home,"June, 2020",Dorset Park,21,139.9953917
Entire Home,"June, 2020",Dovercourt-Wallace Emerson-Junction,340,152.56
Entire Home,"June, 2020",Downsview-Roding-CFB,26,
Entire Home,"June, 2020",Dufferin Grove,156,173.6301189
Entire Home,"June, 2020",East End-Danforth,91,195.1822034
Entire Home,"June, 2020",Edenbridge-Humber Valley,13,171.6717791
Entire Home,"June, 2020",Eglinton East,8,217.6414923
Entire Home,"June, 2020",Elms-Old Rexdale,5,
Entire Home,"June, 2020",Englemount-Lawrence,22,180.4765101
Entire Home,"June, 2020",Eringate-Centennial-West Deane,27,217.6414923
Entire Home,"June, 2020",Etobicoke West Mall,23,
Entire Home,"June, 2020",Flemingdon Park,10,505.3529412
Entire Home,"June, 2020",Forest Hill North,9,163.4794521
Entire Home,"June, 2020",Forest Hill South,26,169.7074236
Entire Home,"June, 2020",Glenfield-Jane Heights,6,133.0689655
Entire Home,"June, 2020",Greenwood-Coxwell,108,171.6717791
Entire Home,"June, 2020",Guildwood,7,173.6301189
Entire Home,"June, 2020",Henry Farm,27,152.9411765
Entire Home,"June, 2020",High Park North,145,
Entire Home,"June, 2020",High Park-Swansea,149,139.2432432
Entire Home,"June, 2020",Highland Creek,10,173.6301189
Entire Home,"June, 2020",Hillcrest Village,19,140.4352941
Entire Home,"June, 2020",Humber Heights-Westmount,14,211.5862647
Entire Home,"June, 2020",Humber Summit,4,
Entire Home,"June, 2020",Humbermede,9,
Entire Home,"June, 2020",Humewood-Cedarvale,73,
Entire Home,"June, 2020",Ionview,11,173.6301189
Entire Home,"June, 2020",Islington-City Centre West,84,170.4619883
Entire Home,"June, 2020",Junction Area,79,
Entire Home,"June, 2020",Keelesdale-Eglinton West,23,
Entire Home,"June, 2020",Kennedy Park,22,203.4807692
Entire Home,"June, 2020",Kensington-Chinatown,288,
Entire Home,"June, 2020",Kingsview Village-The Westway,19,195.1822034
Entire Home,"June, 2020",Kingsway South,17,
Entire Home,"June, 2020",L'Amoreaux,13,
Entire Home,"June, 2020",Lambton Baby Point,24,
Entire Home,"June, 2020",Lansing-Westgate,64,139.2432432
Entire Home,"June, 2020",Lawrence Park North,31,173.6301189
Entire Home,"June, 2020",Lawrence Park South,39,
Entire Home,"June, 2020",Leaside-Bennington,34,217.6414923
Entire Home,"June, 2020",Little Portugal,326,
Entire Home,"June, 2020",Long Branch,37,
Entire Home,"June, 2020",Malvern,19,
Entire Home,"June, 2020",Maple Leaf,11,
Entire Home,"June, 2020",Markland Wood,4,144.5931034
Entire Home,"June, 2020",Milliken,11,
Entire Home,"June, 2020",Mimico (includes Humber Bay Shores),198,181.0874126
Entire Home,"June, 2020",Morningside,10,195.1822034
Entire Home,"June, 2020",Moss Park,337,139.9953917
Entire Home,"June, 2020",Mount Dennis,10,139.9953917
Entire Home,"June, 2020",Mount Olive-Silverstone-Jamestown,7,
Entire Home,"June, 2020",Mount Pleasant East,48,195.8055556
Entire Home,"June, 2020",Mount Pleasant West,177,217.6414923
Entire Home,"June, 2020",New Toronto,41,231.2988506
Entire Home,"June, 2020",Newtonbrook East,46,117.4137931
Entire Home,"June, 2020",Newtonbrook West,99,217.6414923
Entire Home,"June, 2020",Niagara,757,173.2465278
Entire Home,"June, 2020",North Riverdale,102,
Entire Home,"June, 2020",North St.James Town,111,140.4352941
Entire Home,"June, 2020",O'Connor-Parkview,31,
Entire Home,"June, 2020",Oakridge,29,170.4619883
Entire Home,"June, 2020",Oakwood Village,87,195.1822034
Entire Home,"June, 2020",Old East York,30,
Entire Home,"June, 2020",Palmerston-Little Italy,236,
Entire Home,"June, 2020",Parkwoods-Donalda,42,
Entire Home,"June, 2020",Pelmo Park-Humberlea,14,210.4781746
Entire Home,"June, 2020",Playter Estates-Danforth,43,155.7758621
Entire Home,"June, 2020",Pleasant View,19,217.6414923
Entire Home,"June, 2020",Princess-Rosethorn,12,155.7758621
Entire Home,"June, 2020",Regent Park,66,217.6414923
Entire Home,"June, 2020",Rexdale-Kipling,19,132.3333333
Entire Home,"June, 2020",Rockcliffe-Smythe,35,139.4065934
Entire Home,"June, 2020",Roncesvalles,171,185.6261128
Entire Home,"June, 2020",Rosedale-Moore Park,87,173.2465278
Entire Home,"June, 2020",Rouge,24,
Entire Home,"June, 2020",Runnymede-Bloor West Village,39,139.9953917
Entire Home,"June, 2020",Rustic,3,
Entire Home,"June, 2020",Scarborough Village,4,163.4794521
Entire Home,"June, 2020",South Parkdale,217,
Entire Home,"June, 2020",South Riverdale,286,169.7074236
Entire Home,"June, 2020",St.Andrew-Windfields,22,169.7074236
Entire Home,"June, 2020",Steeles,12,
Entire Home,"June, 2020",Stonegate-Queensway,62,217.6414923
Entire Home,"June, 2020",Tam O'Shanter-Sullivan,16,217.6414923
Entire Home,"June, 2020",Taylor-Massey,18,120.3563218
Entire Home,"June, 2020",The Beaches,144,
Entire Home,"June, 2020",Thistletown-Beaumond Heights,9,140.4352941
Entire Home,"June, 2020",Thorncliffe Park,12,
Entire Home,"June, 2020",Trinity-Bellwoods,324,171.6717791
Entire Home,"June, 2020",University,75,140.4352941
Entire Home,"June, 2020",Victoria Village,9,143.8987342
Entire Home,"June, 2020",Waterfront Communities-The Island,3297,176.3179012
Entire Home,"June, 2020",West Hill,10,140.4352941
Entire Home,"June, 2020",West Humber-Clairville,23,155.7758621
Entire Home,"June, 2020",Westminster-Branson,19,170.4619883
Entire Home,"June, 2020",Weston,18,
Entire Home,"June, 2020",Weston-Pellam Park,41,
Entire Home,"June, 2020",Wexford/Maryvale,44,
Entire Home,"June, 2020",Willowdale East,290,217.6414923
Entire Home,"June, 2020",Willowdale West,69,
Entire Home,"June, 2020",Willowridge-Martingrove-Richview,18,
Entire Home,"June, 2020",Woburn,34,
Entire Home,"June, 2020",Woodbine Corridor,63,
Entire Home,"June, 2020",Woodbine-Lumsden,31,
Entire Home,"June, 2020",Wychwood,73,
